500 120000
244 308 7969
281 294 630
48 119 4878
103 467 5644
34 182 2297
343 416 3281
110 405 5326
147 397 2954
6 176 3157
426 444 1031
172 200 1850
45 342 1540
232 355 7879
105 251 3995
285 487 5723
31 263 772
183 456 704
243 357 8735
190 444 9579
63 182 1116
266 404 1575
33 487 6544
342 363 1908
72 347 7707
381 463 9087
247 298 7653
263 449 3959
323 362 8649
270 359 8261
143 159 5152
90 99 3006
76 146 3905
369 408 8100
152 322 6987
228 469 2038
32 296 4879
87 370 9998
18 279 8887
57 203 5706
366 447 9718
403 435 6914
209 384 1197
119 157 5772
29 181 1032
216 420 1615
15 70 1452
75 475 1471
114 319 1575
167 267 5116
227 228 5154
137 204 1244
213 441 2841
86 185 5854
17 358 3885
289 409 3531
296 427 6486
42 179 5704
388 475 1658
118 334 7978
155 496 6136
28 98 8579
194 278 379
14 53 5108
53 465 8198
240 248 1599
113 334 7227
166 208 3121
60 435 9412
353 447 3322
99 143 1437
136 387 8216
212 374 6540
251 472 7721
288 334 6956
198 321 3289
71 205 6454
2 500 382
274 369 982
117 319 7700
154 299 7253
27 43 6674
193 327 1843
140 330 8625
433 464 9647
13 212 1975
255 385 8107
292 413 9553
112 145 2772
38 361 9996
331 497 1723
338 463 6997
250 259 5103
197 280 1081
236 306 6848
273 312 823
40 93 7385
26 144 4034
335 398 4459
102 399 528
139 403 9197
411 470 5339
254 346 5137
37 304 1368
224 281 3343
23 253 3921
316 361 4487
376 452 8487
175 422 6409
69 111 9882
235 379 9935
182 390 8858
55 140 9089
258 430 2905
25 457 599
334 381 2936
64 353 4528
126 227 206
456 459 3484
36 207 692
239 448 9079
22 430 4104
315 400 8508
262 377 5145
82 125 4723
121 481 1247
174 341 5885
68 184 286
361 434 2687
144 344 138
453 482 7479
24 318 2364
79 344 7196
10 369 7915
319 457 7284
49 221 2113
358 417 213
395 425 2376
125 426 8022
162 404 2594
201 490 8035
148 231 4850
21 95 2923
7 92 2901
120 278 6419
300 490 2851
67 497 3641
106 297 3744
159 289 9734
399 470 5298
129 246 194
205 419 1109
78 147 8739
9 392 5917
281 435 2849
48 482 2706
124 341 6539
161 197 4978
34 77 5729
200 317 9929
147 278 3552
186 368 319
6 47 9623
45 459 192
232 238 3276
105 352 1008
158 250 1489
52 409 3273
345 401 530
91 181 5468
128 441 1864
204 364 258
243 494 9277
280 356 6032
190 299 6828
266 283 999
33 124 6159
342 486 5108
109 297 5465
146 309 9033
418 462 8298
185 425 7084
132 352 4714
5 254 8430
247 447 2025
104 183 8326
284 427 253
30 323 3571
323 471 9116
242 285 114
189 482 3065
62 112 2450
228 344 5719
265 466 9493
32 419 1237
87 391 3078
18 138 4208
327 404 6897
184 222 2535
94 417 141
131 441 5093
170 465 7698
246 364 6876
29 266 9262
216 303 7542
269 283 697
15 203 200
308 327 2153
75 84 2980
167 444 3944
227 401 9301
47 218 2003
467 478 7518
86 308 624
17 467 7173
326 359 2909
56 263 2332
118 197 5577
28 245 5440
448 497 5129
231 478 5417
307 438 934
166 335 8198
60 198 2187
136 270 453
16 292 5732
288 473 882
71 326 5772
2 331 6420
41 247 1524
350 395 2122
387 415 5551
117 388 7022
154 446 8578
193 476 8816
140 253 292
13 73 9470
112 268 9321
352 379 5372
98 339 8953
151 479 9728
391 460 6696
250 406 6635
197 397 1709
70 149 7393
1 434 4002
273 437 4689
40 456 3302
116 371 5246
153 239 5657
26 103 367
192 259 4318
102 314 3909
139 268 2175
12 22 2383
178 362 8476
487 500 927
254 449 3371
37 421 556
330 433 2813
97 410 7795
44 391 9915
337 395 2494
83 219 5974
429 443 2415
196 346 3435
235 500 9637
272 378 7733
182 285 9568
258 293 9396
25 86 65
334 456 4253
101 451 9059
138 351 9348
177 435 1052
163 224 9586
36 370 6083
239 341 6142
276 449 283
96 205 921
22 293 7728
82 496 1943
174 480 7350
234 311 5353
181 460 5709
54 74 982
220 358 8477
257 404 6468
24 393 2199
79 429 7814
10 228 5622
319 370 6032
176 196 432
379 463 3605
238 262 6271
21 484 9206
314 350 289
208 309 3233
7 209 8386
300 349 2060
120 417 7432
67 122 9012
360 496 470
159 426 4759
39 192 2018
205 216 3200
78 286 2362
9 309 1055
48 285 1012
124 488 221
200 424 7771
110 175 9107
147 163 2105
20 147 9692
223 500 3716
6 410 2073
299 428 9958
66 337 6358
105 493 2821
158 353 9073
52 236 5604
128 308 1614
204 487 3755
8 330 8274
280 495 4026
63 428 6877
303 413 3640
33 137 5231
109 414 8793
146 424 2805
19 74 2669
185 310 4039
132 235 1803
5 99 1477
104 290 7893
51 477 1123
90 381 6333
242 400 1563
189 375 4362
482 483 2464
249 468 458
265 351 1709
32 62 665
108 361 730
145 241 1650
184 361 6732
94 300 1988
131 290 951
4 60 4119
170 324 853
29 415 7478
322 395 1272
89 428 3633
142 166 2569
75 193 9210
421 469 1240
188 288 2245
227 282 8291
47 111 7223
86 451 3285
17 72 9527
326 466 1974
130 361 3039
169 405 9075
409 422 7142
155 198 5003
28 328 9451
231 339 2366
268 479 6546
88 227 7063
14 271 6930
60 89 3372
406 437 175
173 470 6115
46 156 7192
16 415 8025
71 443 96
2 222 4593
311 328 1713
168 234 7811
371 485 9370
230 280 5908
306 328 6215
73 83 5759
112 391 3235
59 128 9726
151 336 1201
444 478 7427
451 490 9120
31 238 8149
197 242 6294
70 256 64
1 271 6209
40 307 301
349 471 7205
116 454 4250
192 414 9238
102 177 573
139 185 7321
12 137 2307
215 498 3120
291 450 9825
58 315 8892
97 279 7341
150 283 5079
44 250 2811
196 461 3980
55 410 4301
295 395 1823
152 171 5335
25 163 5103
115 183 3486
101 328 7659
138 450 2419
11 80 5846
177 296 7273
96 344 6659
149 194 2030
43 451 8907
336 343 3339
82 359 3522
234 442 1966
181 337 542
54 193 6941
241 462 1296
257 353 9249
100 263 1981
137 283 4546
10 107 715
176 383 809
416 462 6633
125 180 5328
162 190 5244
238 397 3645
111 129 995
275 389 8188
21 361 7159
314 485 4844
81 438 6661
134 184 7233
321 455 3248
67 231 7965
413 495 1100
180 270 9974
53 56 7627
219 288 3919
256 342 22
78 485 7330
9 162 2197
318 436 1848
85 407 3756
378 387 343
394 492 8576
161 495 1458
401 440 9003
20 294 5568
223 377 1256
80 249 3472
6 273 1437
158 492 6872
52 119 7012
398 415 5929
165 432 7348
38 134 4689
317 341 9830
63 337 9745
19 215 2987
222 306 3238
5 488 9963
298 354 2495
65 149 2214
104 429 6432
51 166 9307
344 476 4011
127 499 5886
143 382 7501
436 500 4153
23 276 800
62 362 4285
249 353 5684
122 209 2765
302 469 7438
32 201 8692
341 433 4906
108 476 3478
184 500 6882
94 155 7376
131 175 736
4 167 7809
207 472 4803
89 313 1681
142 301 3338
329 362 6027
202 248 9704
188 443 8624
61 163 6969
248 406 4956
264 411 1242
47 496 9380
107 173 2548
144 177 2743
17 197 3296
287 417 1936
93 370 7093
3 118 7537
169 258 7503
28 451 1537
88 366 7394
141 220 7615
35 425 3778
328 445 4132
74 129 3181
383 409 2298
187 354 3137
226 452 8531
279 306 1016
173 331 333
466 471 2096
233 480 2846
92 317 3680
129 301 6036
2 85 2977
168 341 8667
408 484 3094
117 158 2567
230 407 1056
103 159 731
267 411 9229
13 371 6902
73 472 6385
225 245 7554
172 276 203
211 326 4527
31 83 6412
1 132 5269
310 398 3659
77 401 8348
370 413 1277
386 470 7596
153 449 8816
229 342 3397
12 316 7779
215 263 7777
72 239 4838
291 335 1719
58 78 1849
367 440 9250
150 406 5325
44 109 8234
157 394 1729
30 168 6606
309 383 2010
55 367 3700
295 316 7785
101 253 6654
11 205 8174
447 449 505
214 436 2255
253 402 6038
290 412 7358
57 383 8399
96 467 8663
149 343 1648
43 188 8684
336 450 6488
119 457 9936
135 356 6103
428 498 9649
15 306 4229
54 348 5250
241 379 197
294 463 6112
24 159 5288
333 427 2447
100 394 8992
137 384 2489
176 490 6089
199 454 3721
111 266 8364
42 271 7357
81 291 6437
134 311 6515
321 348 883
180 401 4055
53 141 7319
240 396 1137
256 417 6617
39 494 1049
136 215 6468
9 47 1277
191 307 6324
85 284 3747
124 246 5002
161 356 1111
470 494 6252
20 425 7280
313 417 9508
223 226 3043
80 372 8879
133 246 9401
27 415 5942
320 387 4767
66 187 6124
179 328 8592
218 494 9473
271 280 6776
165 293 3321
38 61 4650
8 96 9363
317 490 9490
84 459 2761
123 423 8183
160 427 9867
363 372 7500
109 136 3467
19 352 9411
222 441 4140
259 433 22
95 181 1825
5 349 4630
298 489 3849
65 482 5691
397 483 5484
127 356 1693
164 498 1781
37 76 2369
217 223 1824
203 348 2073
23 425 7113
62 401 1151
355 361 4549
302 352 790
175 210 5869
69 443 3597
362 439 3616
145 475 8493
221 272 5530
4 298 8847
207 301 6852
64 213 9319
283 373 145
50 88 5633
359 422 9621
126 439 8638
142 440 115
22 210 9103
442 478 4022
188 206 441
61 312 7047
248 289 6862
301 361 6994
47 261 1868
340 497 3735
287 298 9528
93 199 9952
3 227 7401
206 414 2203
245 444 4348
282 438 1291
49 353 51
141 337 5137
35 210 3197
7 296 4214
279 455 8537
173 192 7612
46 438 2585
233 365 4184
106 229 5771
286 481 8618
16 133 8391
325 389 7221
92 432 3298
129 442 4728
168 448 8086
103 272 7402
343 353 4458
73 325 6654
382 473 5245
225 386 4839
172 399 9258
232 418 7689
31 452 323
91 377 2151
128 237 8873
1 17 3038
183 265 8369
77 262 8686
116 220 13
153 334 4313
229 475 6657
12 439 8249
305 443 7906
72 410 1423
312 489 4122
58 213 3456
171 350 3354
157 287 3484
309 452 2663
76 465 6435
385 412 9504
115 397 7380
152 385 4271
392 400 5743
138 252 7338
11 326 3528
214 323 5200
253 295 6646
149 476 6274
389 461 972
119 322 8887
156 456 5140
29 118 3740
195 370 4701
15 391 8276
54 427 9736
347 351 6072
114 126 8552
167 200 5487
213 378 7916
252 464 8159
289 346 8649
199 315 6272
56 187 9867
111 415 6888
42 114 1686
351 396 146
118 393 5908
134 418 3769
427 436 4799
14 244 8471
434 456 7498
180 228 3298
53 274 6668
240 263 2953
39 355 1111
332 495 4765
99 460 153
191 420 9847
85 161 4825
198 384 182
237 422 7391
274 432 4620
80 495 1814
133 379 8888
27 232 141
179 469 4048
255 326 2800
271 493 7722
165 170 284
38 424 9470
278 411 138
98 159 7254
8 235 6280
84 350 6438
377 460 8966
123 304 4188
160 294 4772
19 493 5814
95 318 6708
26 467 8717
65 383 7349
374 483 3583
178 182 4046
127 233 4628
164 357 9788
37 241 1505
224 472 6640
23 34 9617
83 271 9168
122 491 6873
175 359 6142
69 288 1901
108 202 8414
145 336 5138
454 474 6660
221 485 9793
4 413 6601
297 429 3276
64 416 3677
50 207 7281
126 290 7548
202 274 7175
22 105 2943
61 461 9083
121 162 2046
301 478 7757
361 371 8832
107 403 9295
144 423 5774
384 470 6698
130 198 8961
3 364 4567
206 357 2964
245 257 9220
282 317 8566
125 363 5173
141 454 533
35 95 4881
148 422 6912
21 144 8059
7 413 2848
46 317 420
286 364 1634
159 230 7417
205 356 4563
477 479 4472
281 364 593
48 161 2280
103 389 6557
34 140 8795
110 483 1608
419 474 6991
426 482 5449
6 238 754
45 268 1347
232 301 5147
285 317 1526
31 329 9493
324 453 3525
91 498 9957
183 386 4607
77 187 7212
190 490 4316
266 474 8103
33 317 3637
72 261 1177
312 372 5009
185 234 7794
171 459 4600
247 380 1433
30 386 3039
90 169 2087
270 429 8269
143 161 1509
76 324 33
369 470 4296
115 278 4723
152 268 4627
11 499 9945
214 222 9699
87 324 1767
18 461 1734
327 341 7755
57 145 2354
366 389 9695
209 446 822
119 215 7203
156 323 470
449 463 4962
29 203 4308
216 494 4625
75 277 7778
167 381 2911
407 434 5467
100 160 2423
137 186 8157
213 399 6370
86 119 8481
252 363 7722
289 471 2910
56 454 5939
296 469 1560
42 249 4929
118 260 8821
155 266 2552
28 52 585
194 300 3644
14 67 384
53 487 6873
113 132 7375
293 392 7012
60 389 2657
332 354 2988
99 121 5287
136 461 5612
212 312 8430
251 274 5702
198 383 8978
237 283 7315
274 295 9579
41 48 1743
133 480 7118
27 101 2776
140 444 3748
255 459 1210
292 327 1546
38 295 4813
84 225 4648
430 461 568
197 334 1479
236 484 9893
273 374 9510
40 135 1013
95 419 6322
26 166 9859
335 464 462
102 453 6427
374 382 2046
411 480 4003
254 256 1187
37 358 8266
224 339 2552
97 219 8312
277 471 9326
23 183 1938
316 419 1808
83 408 8431
376 398 7913
175 488 2113
69 149 1467
415 441 4268
182 476 7002
258 484 6007
25 279 7442
64 315 5800
304 362 7819
177 252 9213
126 169 7715
163 417 471
36 177 5181
239 394 2796
22 484 1668
262 439 2289
82 179 4651
135 191 2853
121 303 31
174 291 8322
68 354 6896
107 268 8303
144 274 4412
3 473 9888
206 240 3248
79 354 6138
10 423 2297
319 435 613
49 139 3401
358 415 4197
125 480 3401
162 362 9992
201 464 3881
148 297 9422
21 37 1292
208 500 2746
7 22 4843
120 224 1566
67 315 3151
339 446 7282
106 479 9989
159 363 5629
346 366 701
399 408 3
92 158 172
129 140 7606
205 409 5827
78 89 2644
244 321 5891
48 476 3842
124 303 4610
200 231 1469
110 366 4076
147 480 3443
20 82 6613
186 326 1804
6 101 734
45 385 1017
105 174 7371
285 434 3116
52 419 6723
158 160 6582
324 328 2749
128 499 3168
204 294 1526
243 312 5150
280 302 2233
190 273 8379
483 489 3592
63 237 857
229 245 9961
266 321 1214
33 74 9290
342 444 1598
109 351 4331
381 410 718
132 426 293
5 164 8262
247 497 1325
284 381 7512
30 265 1055
270 312 117
76 255 8930
422 471 7852
189 440 5926
228 386 3334
265 408 4969
32 381 8817
87 473 728
18 320 5217
327 462 5195
94 495 7885
246 314 9057
156 214 7609
29 320 7601
216 377 893
269 465 142
89 237 1778
15 157 5127
308 393 8844
75 398 922
368 404 7613
114 360 2165
86 258 6279
17 265 4185
56 337 1088
296 320 846
169 214 9339
118 147 3061
155 391 9104
28 143 6037
231 400 3320
14 462 5251
74 349 4326
113 305 4897
166 261 577
60 280 6048
99 226 4456
136 376 8264
445 466 9698
212 451 9313
251 431 9912
288 403 3203
198 234 716
71 376 5645
2 385 9757
311 393 1306
41 189 951
350 433 4439
117 458 8800
154 324 7037
193 490 1426
140 311 5276
13 63 2325
292 458 5803
112 198 7781
59 449 8358
331 420 4447
98 425 691
151 401 8426
338 376 1271
211 250 8047
84 116 1379
250 348 6526
197 435 9505
236 351 17
273 483 7276
40 498 9491
116 261 9005
26 45 2257
192 221 6789
102 368 8855
139 454 9294
12 72 444
178 416 8774
254 399 9107
37 491 2012
330 359 7948
224 238 8674
277 348 2733
44 441 3591
196 268 9814
468 489 9664
235 302 7067
272 308 9694
182 299 2482
55 219 3338
475 479 2115
258 379 980
25 412 5120
334 406 4265
101 393 6827
373 436 4444
410 430 3920
417 474 1020
36 292 7104
239 287 6902
22 371 2520
315 487 2451
262 290 8789
121 436 1661
174 430 2237
68 213 5793
234 253 5912
181 402 7755
220 440 2077
257 418 7741
24 339 6606
10 298 4030
162 481 5899
148 188 709
21 426 2810
208 367 816
81 247 6233
7 139 53
300 407 3722
120 363 367
67 420 6646
360 442 7710
106 322 2946
159 476 9126
78 292 8277
9 483 5120
318 375 7960
48 343 4920
357 467 9462
124 418 5951
161 168 7574
200 402 4685
110 245 935
147 365 7527
20 229 9506
440 481 6382
223 446 7935
6 464 6624
66 359 4945
105 283 1412
158 303 3830
52 310 7955
91 216 260
128 334 9430
204 473 1189
243 389 2547
280 441 978
63 406 5200
303 487 2642
123 235 8117
33 199 5540
109 468 8165
146 350 8132
19 20 305
132 285 5231
5 41 3616
104 236 8679
284 496 861
51 487 2015
323 394 7453
90 387 6227
143 447 2905
203 224 271
76 114 800
242 326 6649
189 333 8156
228 309 4196
108 291 3626
380 472 645
18 55 9140
94 346 7805
131 492 4000
4 102 7876
170 394 3005
246 433 1448
29 469 3413
89 122 1447
142 236 8993
269 326 9644
188 378 9697
227 452 9475
264 346 6389
47 177 6715
86 409 2937
17 390 1735
326 392 2039
365 430 878
402 440 2538
409 492 8999
28 258 967
231 261 9640
268 273 3605
14 341 4150
307 461 9176
74 448 7874
113 430 4749
166 432 8292
60 147 1379
173 396 2908
16 329 5155
71 493 2841
364 377 1585
154 459 7568
230 342 7950
140 170 8041
13 436 7239
73 153 7494
112 369 8941
59 346 2619
352 448 9593
98 316 2890
151 298 37
250 483 8814
70 318 5418
1 453 6374
310 329 9600
40 381 5010
349 493 5320
116 392 5279
192 424 2392
102 239 1159
139 371 6367
432 455 9799
12 195 4662
215 452 714
58 257 190
330 490 5199
150 337 9663
44 300 1811
83 174 7807
429 486 4680
235 411 9039
272 431 359
115 193 1642
25 233 7111
101 318 1673
138 264 8184
177 486 4117
36 431 7849
276 414 3399
96 146 2082
315 368 6192
82 413 546
135 421 3609
195 198 2625
68 88 8701
234 352 4776
181 359 693
220 307 1119
24 478 9092
100 329 4491
10 81 5690
379 402 854
125 138 296
471 482 8691
238 475 3033
275 335 4994
21 319 6785
208 218 5356
81 108 1216
261 352 6717
134 246 1366
180 336 2684
452 477 1472
256 352 8264
39 175 7127
78 435 5759
9 360 1676
318 482 7635
85 477 9720
394 466 4504
237 242 809
147 246 101
20 360 6441
223 291 2893
260 319 9954
6 335 5930
299 467 457
105 384 9657
52 185 6034
398 421 599
165 486 1408
8 319 7632
63 283 8964
303 360 9292
160 234 7985
146 469 4620
19 161 83
222 376 5304
5 414 9440
65 163 623
104 343 7681
51 368 5543
344 486 6418
90 278 7545
143 256 7025
189 194 7596
62 336 2461
249 431 5464
302 419 8867
122 167 9641
341 391 2021
108 406 4718
145 164 1980
184 318 877
94 193 6299
131 345 4795
424 493 966
207 482 8403
50 283 8262
322 468 4296
89 455 9759
142 379 2846
329 336 1412
75 180 6178
188 397 9356
61 121 7775
227 369 7210
264 453 4285
47 58 3336
287 491 8990
107 231 6710
17 243 580
93 264 6684
130 306 7556
3 32 6208
169 456 6133
28 405 2310
268 388 7399
141 146 4469
35 403 5332
307 342 4134
88 184 5429
74 119 7910
383 451 7944
187 316 519
226 282 3252
173 257 8472
212 217 2420
16 452 2791
92 375 982
364 492 2713
2 107 1021
371 440 1456
408 430 160
117 164 5396
230 461 8391
267 341 3729
13 297 7898
306 309 9477
112 492 8408
59 215 2596
405 463 1797
172 334 2770
211 400 2163
31 133 3626
310 452 4542
77 455 824
349 354 8657
386 492 4947
229 284 1319
139 236 7132
12 374 6529
215 345 3311
72 217 2507
58 404 1400
367 386 7175
97 378 5449
150 492 2953
44 167 192
390 447 456
157 448 3535
489 496 2458
55 289 2072
295 374 3363
152 192 6166
101 163 8409
138 447 1664
11 135 5529
214 386 1192
486 487 2554
253 488 234
57 325 50
96 301 1493
149 285 7157
82 272 7250
135 286 8989
234 471 7494
181 236 6392
54 362 288
241 433 9624
114 129 4761
294 389 3073
24 169 8678
333 481 1064
137 334 711
176 292 911
111 220 583
42 309 4084
314 446 8378
81 473 2521
134 365 2496
321 362 9800
67 154 6808
413 442 4108
180 475 5485
53 83 1480
219 375 3896
99 269 9142
9 21 7180
191 229 156
85 354 515
378 476 4093
124 200 764
161 434 4168
20 499 3707
313 367 7105
80 174 657
260 418 5876
27 425 5945
299 332 1048
133 188 6385
66 113 9657
179 274 64
271 290 3899
165 363 6214
458 487 2949
38 235 2050
8 426 5177
317 416 9347
84 413 2472
356 410 4309
393 400 3152
123 497 7172
363 430 1664
400 436 6141
109 190 7784
19 298 9764
455 470 1911
222 487 2256
95 127 4409
259 379 9107
5 259 2889
104 450 8443
51 253 6878
397 473 8564
217 229 8619
164 420 8928
127 430 9334
203 406 583
23 355 3896
62 479 161
69 481 4910
221 294 963
4 348 3315
207 375 9356
64 239 994
283 399 6041
50 398 3060
359 408 4503
89 332 7319
142 454 2086
61 270 785
248 491 9386
47 335 6725
340 443 9921
287 348 8624
144 230 9317
93 157 1702
130 393 5955
3 173 5191
206 420 8143
245 450 5222
49 351 9833
88 259 4370
35 284 8646
74 250 7267
420 450 8931
187 457 7794
226 401 4364
173 246 4495
46 124 8509
233 411 5715
106 171 7048
286 431 106
16 191 882
325 459 7681
92 458 2198
129 368 8201
168 266 4183
267 462 6023
34 463 2635
306 424 5136
73 435 8026
382 391 2597
186 242 5203
59 96 7410
225 344 4276
172 449 9795
45 77 8032
211 285 864
91 307 2888
1 47 9303
183 195 5806
77 380 7518
370 454 3580
116 230 1391
153 404 5957
229 385 5032
12 489 2791
305 369 2097
171 264 9874
443 495 870
210 302 6808
263 312 4583
157 341 4760
196 237 2244
309 394 3523
76 395 8648
348 416 8879
115 471 2128
392 474 4327
11 304 7711
214 281 5836
253 381 1602
290 489 8376
57 466 675
96 440 2726
149 418 177
43 227 6455
389 499 6624
119 404 812
156 386 5379
209 255 5887
195 444 8917
15 329 3805
54 481 5946
347 361 7599
241 302 7326
294 304 2520
100 103 7305
213 320 7931
252 426 8003
199 365 280
56 133 7760
111 353 1059
42 440 7437
351 438 2816
81 342 4980
134 472 6006
53 216 987
240 497 8134
293 329 7353
39 341 3523
332 417 5453
99 438 3077
136 140 6072
191 366 8207
85 247 7186
431 479 7871
198 446 4934
237 476 6817
41 369 6096
313 500 6078
80 281 4771
133 289 9258
27 290 5710
66 196 2917
179 415 8588
218 443 4732
271 439 8731
98 213 3405
278 465 1163
8 213 3506
84 288 6903
123 266 3075
160 496 7589
19 439 493
95 224 340
259 484 140
26 409 28
65 437 4782
374 441 6355
178 236 2738
51 70 7894
217 370 5442
127 211 8679
164 303 9595
37 39 7873
203 259 1884
23 500 6550
83 345 3053
355 476 215
122 433 9785
362 480 347
108 252 8197
221 443 9689
4 455 8793
297 347 3704
207 248 2106
64 122 859
126 488 3443
163 382 1648
435 453 8771
202 472 1913
22 167 7622
61 387 9611
248 374 1535
121 232 1095
301 404 8225
68 417 2286
107 461 984
384 480 8364
220 228 1234
3 278 3814
206 307 4888
282 451 8934
49 468 6942
88 398 7159
141 444 5675
35 137 2065
148 488 8626
7 343 626
46 267 7071
339 383 4522
233 256 6202
92 93 1988
129 461 345
205 346 2091
244 384 7623
48 155 817
230 247 5176
103 383 3342
34 322 885
343 460 3745
73 312 2030
225 469 9335
232 471 5044
285 371 6562
105 111 8075
31 371 7921
324 399 6093
91 396 4686
128 178 9004
183 340 1905
77 241 1609
370 381 6587
243 249 4469
423 453 9296
190 464 5207
33 267 9944
305 494 6860
72 463 8448
312 446 6122
58 174 4656
404 406 2493
171 389 6060
210 421 6442
263 429 4212
157 170 3935
90 255 8346
76 318 3462
115 288 7997
152 470 7649
138 169 1079
11 429 2770
87 158 3245
18 387 5189
290 380 9057
57 95 8539
366 467 4357
170 198 1821
43 92 6767
209 372 6000
119 233 9788
156 277 1138
195 297 8980
15 466 5672
75 335 3954
347 482 5944
114 427 9458
167 183 746
354 410 8320
100 234 5787
213 469 1781
252 317 2875
289 301 6654
199 230 4005
111 490 5598
42 47 5214
118 466 1776
155 324 6144
427 475 7398
194 482 4477
14 137 5584
434 437 3197
53 429 8789
240 364 2440
113 242 371
60 479 8313
332 340 143
212 258 8177
85 124 4399
251 364 8621
198 309 22
237 337 5068
274 477 9579
80 404 3707
133 406 3095
27 191 6156
255 317 2957
38 285 3255
331 357 2712
278 364 4712
151 214 6553
98 104 7358
84 171 3352
377 423 4779
197 372 2378
236 414 5987
95 341 6430
26 364 9393
164 210 8492
37 172 5028
224 429 2253
97 145 9552
277 413 1102
23 137 9266
83 482 8833
122 324 7544
175 306 182
69 219 4132
235 239 7624
415 483 7347
182 490 3727
25 349 9512
297 448 4319
304 420 4227
50 184 491
126 151 4236
163 491 1115
36 123 6254
202 335 3830
262 493 799
82 233 1502
121 373 4127
174 233 7100
68 276 6709
107 326 7595
144 460 1301
130 147 4317
3 387 2655
79 180 8678
10 493 9074
282 342 7896
49 65 775
358 469 3366
162 288 9633
35 50 5658
201 286 3502
148 371 9078
21 235 3602
187 223 7650
120 170 1939
67 357 3531
339 392 3525
106 389 5338
346 436 5752
399 418 3123
92 208 6465
438 460 5262
205 463 6737
78 103 192
244 267 9665
103 496 8561
34 217 1183
200 209 9690
110 436 5035
147 426 4624
419 433 3388
186 396 3804
6 147 752
172 175 873
45 439 3418
232 322 8108
105 212 3264
285 456 2106
324 370 3535
204 280 248
77 102 648
243 322 5621
190 351 1157
63 215 6938
266 439 8275
33 384 1308
342 394 2799
72 378 1276
381 464 629
132 476 8579
247 267 9144
284 311 2307
30 311 8139
323 331 4209
270 326 8335
143 252 1558
76 177 574
369 441 2814
189 398 7503
461 489 9766
228 500 550
32 311 9140
87 275 4291
18 374 5549
57 228 1060
403 464 7639
209 481 9888
156 232 626
29 150 5294
216 387 6555
89 187 5418
15 167 7570
308 467 8852
114 350 2119
167 296 7037
137 237 4373
86 216 4222
289 442 2688
56 411 9108
365 367 1589
42 146 5948
388 442 3348
118 169 689
155 465 2245
28 65 3502
194 377 7170
14 20 1597
74 259 3370
113 367 4706
166 243 2082
60 338 4667
353 472 8346
99 172 3620
136 418 781
212 405 3440
288 365 6545
71 178 2830
2 471 2197
274 336 5435
41 107 6330
117 272 8687
154 266 6136
193 288 3379
140 361 1864
433 497 9921
13 245 7076
179 245 4348
292 444 8689
112 176 7077
59 411 1979
331 414 5530
338 430 8260
391 440 9906
250 290 3261
70 121 1533
236 273 4963
273 281 8994
40 60 3452
95 478 1125
26 243 6997
102 430 3364
139 432 7762
411 439 9890
178 406 6130
254 373 7046
37 465 640
224 312 8277
277 290 4796
44 499 5915
83 111 4588
376 483 1846
196 310 7207
235 344 8360
182 353 3792
475 489 3992
55 237 2198
258 433 1656
25 426 9802
334 348 3140
64 320 1312
36 238 1933
456 490 3809
239 481 2221
276 349 4088
22 329 3289
315 433 3173
82 92 4466
135 234 5256
262 344 1548
121 386 3024
174 372 3812
68 159 9741
361 403 9267
414 423 5065
144 327 4387
220 498 7181
24 285 9200
79 313 6965
10 272 4311
319 494 6448
49 254 1904
395 470 8531
162 439 565
201 395 179
21 112 2778
208 409 7413
261 417 6521
81 173 9875
7 189 2905
300 457 180
120 309 8235
106 264 6110
159 262 2791
129 215 2247
78 242 2482
9 425 9105
281 396 8907
48 385 2043
357 409 7627
124 372 2918
161 230 4405
34 108 3105
200 348 8074
110 195 355
147 311 5291
20 47 5361
186 275 907
6 14 7293
66 317 6498
105 321 2756
158 213 3501
52 376 710
345 498 8181
91 146 9544
128 408 3406
204 403 9295
243 463 4829
280 323 7071
190 202 6666
63 88 8444
266 314 8483
146 276 3339
418 465 5898
185 458 1594
132 327 2100
425 475 4813
5 223 713
171 235 3781
247 412 3065
104 150 887
284 394 5025
51 433 2348
323 436 8688
90 457 4731
203 218 613
242 316 1326
189 259 8119
228 383 8731
265 499 6233
32 450 9264
87 420 1908
380 402 6105
184 253 1866
94 384 7543
131 406 1883
170 432 5335
246 335 9949
29 491 7672
216 270 1405
269 316 6152
75 117 3827
188 332 9689
227 398 7737
47 251 3681
213 239 4357
86 343 5786
17 444 6065
56 294 2584
448 464 611
28 212 6557
268 331 9713
88 119 8073
14 355 3357
307 407 8100
74 438 7185
113 484 9622
166 366 279
60 229 4947
406 473 5339
136 301 9581
16 259 7564
71 295 7190
2 298 4894
311 468 2133
41 208 4396
350 362 2566
154 401 7600
193 445 1512
140 156 2647
13 106 5806
73 199 1645
112 299 4651
59 276 7220
98 370 5504
250 425 3763
70 244 260
1 403 9652
273 406 882
349 419 9880
116 338 8381
153 200 6017
26 70 1906
192 354 8343
102 293 3700
139 301 9962
12 53 3235
178 269 6984
254 480 5757
58 343 7185
330 464 2607
97 443 6751
150 175 4825
44 358 8584
337 500 9565
83 248 2200
196 441 321
235 469 7405
272 345 1527
182 252 9755
55 102 5435
25 55 6242
101 484 319
138 382 1190
177 476 4864
417 429 9210
36 401 6922
239 362 2579
276 480 6787
96 236 8718
